domain,ip,asn,country,as_name,hosting_location
islamabadpost.com.pk,172.67.134.73,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
lgkp.gov.pk,175.107.63.111,23888,PK,"NTC-AS-AP - National Telecommunication Corporation HQ,, PK",Local
saffana.pk,104.21.70.141,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
cari.pk,144.76.139.201,24940,DE,"HETZNER-AS - Hetzner Online GmbH, DE",Abroad
cinemakick.pk,85.17.26.181,60781,NL,"LEASEWEB-NL-AMS-01 - LeaseWeb Netherlands B.V., NL",Abroad
hub.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
accountancy.com.pk,104.21.75.253,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
idc.net.pk,35.214.26.191,43515,US,"YOUTUBE - Google Ireland Limited, IE",Abroad
apricot.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
boe.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
novelshub.pk,172.67.203.3,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
rangolistore.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
shoestreet.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
skmei.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
skygames.com.pk,104.21.39.219,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
haseebarts.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
jackednutrition.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
lahoreschool.edu.pk,46.4.12.92,24940,DE,"HETZNER-AS - Hetzner Online GmbH, DE",Abroad
powerhouseexpress.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
ecasiocentre.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
elegante.pk,172.67.207.145,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
onic.pk,141.193.213.11,209242,US,"CLOUDFLARESPECTRUM - Cloudflare London, LLC, US",CDN
xiaomistore.pk,104.21.74.226,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
grocerapp.pk,65.8.76.43,16509,US,"AMAZON-02 - Amazon.com, Inc., US",Abroad
smarttech.pk,68.66.200.212,55293,US,"A2HOSTING - A2 Hosting, Inc., US",Abroad
csd.gov.pk,104.21.59.150,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
johra.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
metro.pk,2.19.193.161,20940,NL,"AKAMAI-ASN1 - Akamai International B.V., NL",CDN
mosafir.pk,172.67.187.82,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
saharonline.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
toolsmart.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
eprocure.gov.pk,59.103.225.67,17557,PK,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",Local
hf-store.pk,84.32.84.112,47583,LT,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
scp.gov.pk,172.67.221.17,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
1ststep.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
balochistanpolice.gov.pk,221.120.194.28,17557,PK,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",Local
cdcaccess.com.pk,172.66.41.12,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
clickable.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
darvaza.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
hustlenholla.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
imports.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
junaidtech.pk,172.67.131.140,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
lnh.edu.pk,38.242.253.114,51167,US,"CONTABO - Contabo GmbH, DE",Abroad
mightycart.pk,104.21.1.72,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
must.edu.pk,104.21.27.182,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
mygsm.com.pk,84.32.84.198,47583,LT,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
mystyle.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
paa.gov.pk,59.103.225.172,17557,PK,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",Local
pmrugb.gov.pk,148.135.128.117,47583,US,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
smarthealer.pk,172.67.132.35,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
sunsolar.pk,88.222.222.124,47583,LT,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
tih.org.pk,185.176.40.174,44476,BG,"zetta-as - ZETTA HOSTING SOLUTIONS LLC., BG",Abroad
dealmarkaz.pk,104.21.33.154,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
friendscables.com.pk,2.57.91.207,47583,CY,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
bisemdn.edu.pk,65.109.123.87,24940,DE,"HETZNER-AS - Hetzner Online GmbH, DE",Abroad
paradigmshift.com.pk,162.159.137.54,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
humsub.com.pk,104.21.60.71,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
royalxcasinoapk5.pk,5.182.209.76,62068,NL,"SpectraIP - SpectraIP B.V., NL",Abroad
mobile-phone.pk,104.21.30.5,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
contactnumbers.pk,172.67.172.176,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
biserawalpindi.edu.pk,104.21.73.35,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
molaw.gov.pk,203.101.184.86,9541,PK,"CYBERNET-AP - Cyber Internet Services (Pvt) Ltd., PK",Local
ogra.org.pk,172.67.185.159,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
establishment.gov.pk,175.107.33.70,23888,PK,"NTC-AS-AP - National Telecommunication Corporation HQ,, PK",Local
dotz.pk,54.39.161.51,16276,CA,"OVH - OVH SAS, FR",Abroad
mmi.edu.pk,128.199.108.236,14061,GB,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",Abroad
shoesout.pk,195.35.15.54,47583,DE,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
shoppingjin.pk,49.12.122.131,24940,DE,"HETZNER-AS - Hetzner Online GmbH, DE",Abroad
visiontelecom.pk,188.245.36.238,24940,DE,"HETZNER-AS - Hetzner Online GmbH, DE",Abroad
ndma.gov.pk,182.188.28.161,17557,PK,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",Local
ccstore.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
pakprice.pk,104.21.62.183,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
giu.edu.pk,172.67.157.196,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
isra.edu.pk,103.12.58.100,58893,PK,"GESNET-AS-AP - Gemnet Enterprise Solutions Pvt Ltd, PK",Local
buysolar.pk,50.6.155.185,31898,US,"ORACLE-BMC-31898 - Oracle Corporation, US",Abroad
bookeve.pk,77.37.48.59,47583,DE,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
pgc.edu.pk,162.159.135.42,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
myhomestyle.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
almas.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
aodour.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
asadautos.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
autostore.pk,104.26.12.115,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
bagx.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
campus.pk,173.214.175.66,19318,US,"IS-AS-1 - Interserver, Inc, US",Abroad
cssprep.com.pk,104.21.78.130,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
hinz.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
homducts.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
humdum.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
intimatefashions.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
khayest.pk,172.67.167.55,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
mohsinsaeedfabrics.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
nuvari.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
speedsports.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
urbanbeauty.pk,23.227.38.32,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
zeesy.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
1ball.pk,217.156.65.56,200019,RO,"AlexHost - ALEXHOST SRL, MD",Abroad
webx.pk,104.21.18.105,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
riderz.pk,167.17.64.141,63023,CA,"AS-GLOBALTELEHOST - GTHost, US",Abroad
gbp.gov.pk,69.162.109.146,46475,US,"LIMESTONENETWORKS - Limestone Networks, Inc., US",Abroad
dhaga.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
katib.pk,23.227.38.32,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
eoc.gov.pk,58.65.136.108,23674,PK,"NAYATEL-PK - Nayatel (Pvt) Ltd, PK",Local
beaconlightacademy.edu.pk,3.109.116.63,16509,US,"AMAZON-02 - Amazon.com, Inc., US",Abroad
kiu.edu.pk,210.56.9.86,7590,PK,"COMSATS - Commission on Science and Technology for, PK",Local
anf.gov.pk,175.107.33.162,23888,PK,"NTC-AS-AP - National Telecommunication Corporation HQ,, PK",Local
thotbb.pk,95.129.236.158,57724,RU,"DDOS-GUARD - DDOS-GUARD LTD, RU",Abroad
pk365.com.pk,67.223.118.96,22612,US,"NAMECHEAP-NET - Namecheap, Inc., US",Abroad
fidnos.com.pk,198.38.92.102,51713,GB,"WHG-LON - WHG Hosting Services Ltd, GB",Abroad
ztbl.com.pk,203.101.184.80,9541,PK,"CYBERNET-AP - Cyber Internet Services (Pvt) Ltd., PK",Local
newsbox.pk,172.67.214.40,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
0gomovies.com.pk,104.26.12.83,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
123movies.com.pk,45.141.56.32,213373,AT,"IPCONNECT - IP Connect Inc, SC",Abroad
3pattibonuszone.com.pk,172.67.195.141,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
3pattigoldgame.com.pk,141.95.97.70,16276,FR,"OVH - OVH SAS, FR",Abroad
5gbet.pk,104.18.28.81,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
666-wgame.com.pk,162.254.39.144,22612,US,"NAMECHEAP-NET - Namecheap, Inc., US",Abroad
6666d.com.pk,192.99.230.86,16276,CA,"OVH - OVH SAS, FR",Abroad
666p.com.pk,162.213.251.85,22612,US,"NAMECHEAP-NET - Namecheap, Inc., US",Abroad
777-ad.com.pk,162.19.58.172,16276,FR,"OVH - OVH SAS, FR",Abroad
777cx.com.pk,146.59.70.127,16276,FR,"OVH - OVH SAS, FR",Abroad
777sxgameapp.pk,198.54.120.127,22612,US,"NAMECHEAP-NET - Namecheap, Inc., US",Abroad
88ef.org.pk,192.99.230.86,16276,CA,"OVH - OVH SAS, FR",Abroad
92beddingstore.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
92pkr.com.pk,63.250.38.10,22612,US,"NAMECHEAP-NET - Namecheap, Inc., US",Abroad
999.com.pk,104.21.91.50,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
aaenterprises.com.pk,198.54.116.155,22612,US,"NAMECHEAP-NET - Namecheap, Inc., US",Abroad
accesson.net.pk,192.185.79.3,31898,US,"ORACLE-BMC-31898 - Oracle Corporation, US",Abroad
accesson.pk,192.168.235.5,NA,,NA,Abroad
adalatonline.pk,172.67.139.199,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
adore.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
adour.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
adrspunjab.gov.pk,172.67.177.51,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
ahmedperfumes.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
ajkpolice.gok.pk,203.124.44.94,7590,PK,"COMSATS - Commission on Science and Technology for, PK",Local
ajmal.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
ajtraders.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
akarpunjabgovt.pk,147.93.17.44,47583,DE,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
alaqsa.com.pk,69.72.136.197,36454,GB,"WHG-DAL - WHG Hosting Services Ltd, GB",Abroad
alburakinternet.net.pk,172.67.179.224,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
alhamdtech.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
alizeh.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
allinonestore.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
allpkrgames.com.pk,104.21.68.161,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
amdhouse.pk,145.79.14.175,47583,DE,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
anex.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
antstore.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
aof.com.pk,96.47.34.145,393398,US,"ASN-DIS - 1515 ROUNDTABLE DR PROPERTY, LLC, US",Abroad
apkamazon.com.pk,172.67.138.139,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
apkcheers.com.pk,162.19.58.172,16276,FR,"OVH - OVH SAS, FR",Abroad
apkearn.com.pk,199.188.200.49,22612,US,"NAMECHEAP-NET - Namecheap, Inc., US",Abroad
apkjeeto.com.pk,162.213.251.93,22612,US,"NAMECHEAP-NET - Namecheap, Inc., US",Abroad
apms.pk,210.56.13.125,7590,PK,"COMSATS - Commission on Science and Technology for, PK",Local
applemac.pk,131.153.23.211,60558,US,"SECUREDSERVERS-EU - PHOENIX NAP, LLC., US",Abroad
applepakistan.com.pk,63.250.47.65,22612,US,"NAMECHEAP-NET - Namecheap, Inc., US",Abroad
ar999.com.pk,66.29.141.191,22612,US,"NAMECHEAP-NET - Namecheap, Inc., US",Abroad
aror.edu.pk,52.146.4.192,8075,US,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",Abroad
asifaandnabeel.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
asktech.com.pk,115.186.131.242,23674,PK,"NAYATEL-PK - Nayatel (Pvt) Ltd, PK",Local
asraderm.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
astore.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
astorebags.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
astrohope.pk,67.222.31.221,63410,US,"PRIVATESYSTEMS - PrivateSystems Networks, US",Abroad
atlas.pk,216.92.120.32,7859,US,"PAIR-NETWORKS - pair Networks, US",Abroad
auroracloset.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
aust.edu.pk,210.2.169.216,23966,PK,"LDN-AS-PK - LINKdotNET Telecom Limited, PK",Local
ayzel.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
azureofficial.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
baapparels.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
balochistankissan.gob.pk,91.99.251.41,24940,DE,"HETZNER-AS - Hetzner Online GmbH, DE",Abroad
banoqabil.pk,216.198.79.1,16509,US,"AMAZON-02 - Amazon.com, Inc., US",Abroad
baraniinstitute.edu.pk,172.67.134.14,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
baroque.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
barqraftar.pk,147.182.134.89,14061,US,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",Abroad
bavari.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
beechtreebargains.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
beme.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
benazirharicard.gos.pk,159.69.24.69,24940,DE,"HETZNER-AS - Hetzner Online GmbH, DE",Abroad
bet939app.com.pk,172.67.175.230,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
betrupees.net.pk,172.67.154.41,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
beyourself.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
bgnu.edu.pk,46.224.14.41,24940,DE,"HETZNER-AS - Hetzner Online GmbH, DE",Abroad
bioaqua.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
bioshop.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
bisedik.edu.pk,188.40.64.92,24940,DE,"HETZNER-AS - Hetzner Online GmbH, DE",Abroad
bisemalakand.edu.pk,91.107.192.57,24940,DE,"HETZNER-AS - Hetzner Online GmbH, DE",Abroad
bisess.edu.pk,185.151.30.120,48254,GB,"TWENTYI - 20i Limited, GB",Abroad
bluebirdarts.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
booksvilla.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
branighty.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
branny.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
brightvision.edu.pk,162.0.235.143,22612,US,"NAMECHEAP-NET - Namecheap, Inc., US",Abroad
bsek.edu.pk,94.130.178.129,24940,DE,"HETZNER-AS - Hetzner Online GmbH, DE",Abroad
burgeroclock.com.pk,172.66.174.208,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
butterfly.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
californiapizza.com.pk,172.66.174.208,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
carrera.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
cartonhouse.com.pk,77.37.48.205,47583,DE,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
checkbills.pk,104.21.19.119,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
checkyourbill.pk,172.67.163.95,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
chemistry.com.pk,104.21.20.144,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
cinestar.pk,34.149.161.158,396982,US,"GOOGLE-CLOUD-PLATFORM - Google LLC, US",Abroad
class11.pk,84.32.84.200,47583,LT,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
clearpathortho.pk,104.131.238.129,14061,US,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",Abroad
cmu.gov.pk,203.82.55.51,23674,PK,"NAYATEL-PK - Nayatel (Pvt) Ltd, PK",Local
cnicinformation.net.pk,104.21.78.66,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
cocoon.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
colorshow.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
cosmic.net.pk,115.42.65.244,132165,PK,"CONNECT-AS-AP - Connect Communications, PK",Local
crimson.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
ct7777.pk,217.182.255.187,16276,FR,"OVH - OVH SAS, FR",Abroad
cuiwah.edu.pk,210.56.11.242,7590,PK,"COMSATS - Commission on Science and Technology for, PK",Local
culturalfusion.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
currenwatches.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
darazcenter.pk,82.180.143.102,47583,DE,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
dcode.com.pk,13.76.36.81,8075,US,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",Abroad
dealsera.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
dealsexpress.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
deluxefootwear.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
dhanak.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
digidokaan.pk,172.67.70.131,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
dnstore.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
dollarsmart.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
domain.pk,138.199.195.246,24940,DE,"HETZNER-AS - Hetzner Online GmbH, DE",Abroad
dreamnet.com.pk,172.67.204.243,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
durafoam.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
dyot.pk,104.26.6.56,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
e-challancheck.pk,172.67.206.172,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
ebill.pk,103.24.96.4,58895,PK,"EBONE1-PK - Ebone Network (PVT.) Limited, PK",Local
eduhelps.pk,2.57.91.2,47583,CY,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
eduportal.pk,172.67.210.227,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
efan.gov.pk,103.226.217.249,59323,PK,"PITB-PUNJAB-PK - Punjab Information Technology Board, PK",Local
efashion.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
elan.pk,23.227.38.32,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
elegantyou.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
elitestore.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
emap.pk,104.21.46.241,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
enc.com.pk,163.61.25.4,153561,PK,"PITC1-AS-AP - PITC, PK",Local
ent365.pk,192.168.58.2,NA,,NA,Abroad
eschool.pk,108.167.157.138,31898,US,"ORACLE-BMC-31898 - Oracle Corporation, US",Abroad
esspl.com.pk,104.21.31.176,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
estationers.pk,69.163.163.106,26347,US,"DREAMHOST-AS - New Dream Network, LLC, US",Abroad
eveon.pk,195.250.26.218,14670,GB,"WHG-USE1 - WHG Hosting Services Ltd, GB",Abroad
evoucher.pk,148.135.139.158,47583,US,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
expostore.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
faisalmoverz.pk,104.21.32.64,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
faizanmotorsports.pk,104.21.46.195,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
falconbroadband.net.pk,162.0.232.70,22612,US,"NAMECHEAP-NET - Namecheap, Inc., US",Abroad
fantasygms.com.pk,104.21.29.228,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
farahtalibaziz.com.pk,104.26.9.2,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
fashionflare.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
fastex.pk,173.249.15.2,51167,DE,"CONTABO - Contabo GmbH, DE",Abroad
fauji.org.pk,124.109.54.66,23674,PK,"NAYATEL-PK - Nayatel (Pvt) Ltd, PK",Local
feathers.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
fgeijobs.pk,88.222.222.90,47583,LT,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
fikrfree.com.pk,166.108.205.15,136907,SG,"HWCLOUDS-AS-AP - HUAWEI CLOUDS, HK",Abroad
finance.gob.pk,172.67.177.142,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
fineur.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
fivo.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
flaship.pk,172.67.180.201,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
flormar.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
flourishundergarments.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
focusclothing.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
footsteps.pk,104.21.47.171,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
footystream.pk,104.21.96.65,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
forex.com.pk,172.67.190.240,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
forextrading.pk,104.21.79.240,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
freejobs.pk,151.106.117.170,47583,DE,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
